Yaw,Pitch,Roll
-179.67052278178653,4.3291896091954385,22.496239029087715
-177.3818023163639,2.2327391734677877,29.495998295389207
-177.96729195705566,4.01312365624788,35.77489357359792
-178.08902772903795,3.974947816315924,40.56458147270747
-177.87965176233655,2.7538898345419676,43.88727929228541
-178.5479085017964,3.197929476120928,46.55365907856657
-178.35747722538272,4.159159498086164,47.450442449693654
-178.42084598447104,4.406835325716696,47.83419349509923
-178.96422807909522,4.616591858836121,49.97152378396081
-178.98283500938194,3.9904842793186392,52.79999165103915
-179.36518943235458,3.70234295052828,54.838058143980255
-178.5783241077436,3.4841257991261063,57.023494577520324
-178.16026877884377,2.539964902213321,60.66624461292347
179.07416273900728,4.548875671631397,61.37029439780606
175.62144094385204,7.879243730244188,60.42373858210825
176.59468580091715,7.361143577771743,60.63562536969467
177.92303895373468,6.503988151433863,60.37468284086787
178.64814356311194,4.882305754801407,63.730141385067796
176.4762024164453,7.003877399030288,63.688535101112926
176.85467301143888,7.092671153373897,64.88286958184727
177.51681730999607,6.467122576920126,67.14057490688374
176.52428632620783,6.736196991901126,68.21174129042578
175.34517637633186,5.718584950988877,67.53250561435704
175.66677603829234,1.6635173660711438,63.83829447580062
171.74651588497227,-1.4712525107232157,56.72457406891367
165.83899458348003,-6.292021894851545,41.71883813616895
96.41399111695023,2.9413865522017004,5.589159945537551
84.70120561738383,2.7520637523329046,5.2278016500832525
73.80322930522841,2.4762221430396925,4.701877954290706
68.24383975775466,2.1605420064151772,4.100748625728797
69.06762598590572,2.1895939838706324,4.156039541457204
70.58365933901072,2.10537571072062,3.995773947811767
66.5685533426145,1.896358556625806,3.5982245914293647
-127.3961943406386,50.47727134674775,100.41196085674976
-170.21574619309803,9.995310438723237,101.99002872747248
-169.63340658371465,10.519637444315165,102.1816919294056
-172.0513553807101,7.786103174435623,102.38470303313333
-172.90217240424988,3.7536221781190946,103.0115943047948
-173.80290019439684,3.9323864325064353,109.70243389088377
-172.75201531119902,5.598908184358679,110.69044408068717
-171.95000272109533,3.6773118242735725,111.3580751699444
-173.5264091326993,3.5684564938253707,111.44549892855618
-173.2736246519078,4.538986264569564,114.63366710156093
-173.03362607796933,4.760937411649116,116.27132517095463
-172.93154193096674,4.509928489793075,118.17816855321465
-172.40445131924713,6.62436493486835,119.27538108421828
-172.10961515624726,5.887161848930741,120.67300380033988
-171.9803773548211,5.446486339048468,121.42807498461627
-171.87484580842772,4.790207519230525,122.13672822580332
-170.82733617560007,1.8753421734861684,122.67431562168551
-170.32342028163376,0.612674668504098,123.50234785465773
-169.8143487037254,-3.590655176049961,124.18403032674975
-169.00897576399905,-5.428153681817713,125.36616656167354
-167.87702254913566,-5.633064515227527,127.1040572425339
-166.5082488218137,-7.480796761942112,128.2879037841195
-166.73881057815487,-6.804264607426429,129.46767912787314
-167.9332596567759,-4.5652400091671,130.49370900197644
-167.67698587844362,-7.068776441618046,131.1024647723865
-166.9749852502296,-6.528428932148156,134.46418086104777
-168.05877022863402,-5.487879587827215,137.9063410272639
-168.2302782320999,-5.621025740652729,141.74703538304846
-168.35424326284743,-5.0921370462378,144.68300628832608
-169.78808029478049,-0.5994138425756591,149.0973090020015
-171.8215047522299,1.5844173922301643,155.03710070982154
-175.45315654466324,6.246482238350031,162.7646042855316
-177.1630571256839,6.036382677549671,170.58415082270656
-179.92682807590424,7.81658914672224,179.31988501547787
177.75229812178955,8.866510988435328,-171.5308054526011
177.48682310169775,7.002656402131921,-163.5690384820888
175.84503713587802,6.681402601492445,-153.32625101684502
176.81522518411043,4.4511553603189995,-144.6191520500125
177.35397834304877,3.823460958261797,-137.66001606558694
178.78125142452402,2.364630078047319,-136.31283302560078
179.2029818405232,2.0665878974449665,-130.48839208845598
178.27169533117083,2.4910837867335385,-125.55068951978622
178.03244311700703,2.8140980918728906,-122.45820433183474
177.43747855142811,3.6076040323276373,-118.70940649619936
176.6121301928526,3.922043320001125,-116.8670931932254
176.08764366790916,5.247978455572448,-114.81929558836721
175.94938104592978,5.514704653035801,-114.16514032381929
175.5932155434248,5.4771643945233786,-112.82013098172814
176.65546576510016,5.592427577148656,-110.04911711079357
177.23597464556295,6.109169721393081,-107.63659903660111
177.99637899182127,5.002412860202758,-106.7202604842238
178.16554624399558,3.394867171220124,-105.95860795526447
178.16936595990396,3.1245476531609477,-106.7549355817284
178.59969394403714,2.486898263807237,-107.09152270279282
176.49083317315186,1.7469351773584012,-109.70703564017386
177.47218231557778,3.8669614060552915,-107.49131498808143
-178.7782761371551,3.833410671845296,-104.79842273188119
178.82604750490367,-1.3770057693623918,-111.97184964919869
178.05853270352696,-0.5980878892906525,-112.77804629436767
178.49449091563432,-0.3040181636752027,-109.87590490871443
179.0022745047859,0.05218581026422871,-107.24178241872048
179.19944057185992,0.8558910598945358,-104.37934233083335
179.16488292553746,0.895208682877943,-102.85330328434267
177.95489954228458,1.4861183674129723,-101.85472376508702
177.32268384201365,1.3651012769391746,-97.12249083485385
179.56629462953362,1.13753275456196,-91.36667111870958
179.81095190158507,2.2076529529110704,-88.84809423433323
179.76458402467367,2.6794221927491866,-84.95429220954469
179.989957280072,3.9088318489347196,-84.34131554526877
-150.26534540585178,18.213251150984078,-82.56734073063464
-169.0015304481596,13.288286404300766,-78.981026747776
-169.51916170238567,14.673263683060865,-76.89850618801681
-172.95257702731337,12.102541976741684,-70.06169163143103
-178.51358520905058,9.410886594890915,-72.73725477218525
179.110509426541,10.529308987019466,-72.33738358063427
178.14340567466706,11.182115225798018,-69.87441304127259
176.77116213085142,13.067952434143674,-67.20085628856705
175.59401158815928,13.243598231328987,-64.97230353030182
175.5119771115876,14.148661973561538,-63.27584554944129
174.62851087916565,15.861104934381569,-61.58085526852022
175.36186480359024,18.31095544988123,-59.66325573198848
175.34578299000563,23.163946122589202,-55.63852093150956
174.5664669940243,26.70641469774132,-50.47346516357934
174.16992793029974,25.089322213298512,-46.59934625177463
174.4589601077295,25.035764924378615,-40.75601213320877
175.64562069230723,25.55530331038073,-33.31177893703059
176.97438704975661,20.9477873953318,-24.706462422482947
178.21161071280844,18.60732525907279,-14.781709181768635
178.90968729386904,19.612286354826836,-2.793753809439955
179.27797846115263,19.658750005081195,2.469855702982542
179.04093742255102,19.466131122712827,10.599003910271955
177.38469643369376,20.362735136785993,14.355833291229509
177.6582464194842,18.369880038594413,23.014352072242406
177.01305869210537,17.748462073195036,27.911795141032556
174.9193294598826,18.293369671816194,32.51455985068907
174.75984248935114,17.82977026882027,34.77443433233906
175.71064482340026,17.205714475265804,35.79996640441117
174.82962479138098,18.48174187011046,34.49462909665879
174.53674556492595,17.738691132611834,34.38130239680937
175.1081413425816,18.17937408901483,34.47878459942863
175.3704239000235,17.54503360799082,35.22660376925631
174.92866948106467,17.059668871140204,34.986645176406284
174.80396875702522,17.86949332710032,34.30935525555235
176.47356418462263,15.19256353013865,34.29915796902942
175.56080480456728,16.623652440773505,34.07109418905203
174.87868206746694,17.395532965447963,33.3756341507102
176.05535223904084,16.502092612756652,32.81265646567897
176.2907479658389,15.936631329338207,33.274842419914414
175.5503917147765,15.845350394649754,33.39023297754476
175.9623714985319,15.311571251180533,33.4344571209885
176.77390171019073,15.50211278803477,33.24717971788018
175.8197283175694,16.32097784400222,33.04621021239923
