Yaw,Pitch,Roll,q1,q2,q3,q4
69.39716056523484,-5.8863119878152315,-98.88205214183057,0.40173278661198336,0.4044680973026728,-0.6428055363217328,0.5116809248930976
69.29324982237777,-5.792990120755343,-98.91518142870547,0.4006587102848668,0.4044538805097938,-0.6430454264406652,0.5122325994576874
69.34438117539982,-6.076092913761651,-98.99881841182875,0.40208738909357195,0.403660128573224,-0.6440700248919887,0.5104488565642946
69.12601455051104,-5.973821998473749,-98.87244854436673,0.4010172336819515,0.40248695887506797,-0.6439744650475125,0.5123341825335728
70.43459701470138,-4.781984185026062,-104.44546348516042,0.37990128591943806,0.4345302334110818,-0.6599079426725235,0.481019746378655
72.09097249199071,-1.0096268132742545,-110.48890327472576,0.3412882984806448,0.4793671810227256,-0.6672277852446783,0.4566579526034705
73.9867588094215,5.580456851326609,-119.57777369476624,0.26882079859376384,0.5389427888330187,-0.67466528653126,0.4267350463203041
73.98260302264234,9.211712500306175,-123.65377515248414,0.22662496161082613,0.5589774335411805,-0.679012019536588,0.4184830138625115
71.93837261066399,14.742391538989327,-135.11727027280787,0.12638908087540895,0.5780218066279275,-0.7130948108652344,0.376048377227095
70.18243541383261,24.032549177588034,-157.00094153780182,0.05483228090336758,-0.5849569449673899,0.7603837210232327,-0.2768309778695561
72.93685233202588,26.552607081022344,-163.8136152016028,0.10139691123435461,-0.5987324483599716,0.7556799017060067,-0.2453283673581311
90.5636486427269,29.117383599263807,148.74115887738523,0.3556227027738291,-0.6146784328932867,0.7039683837678985,0.011464382360278228
95.44665355442369,25.16350169341317,137.02644678470284,0.4008632776363061,-0.6182751025974843,0.6699639886335013,0.09051399938704535
97.26191747981522,21.494221123751984,131.12152548803311,0.4172434446721175,-0.6202540616990561,0.6490342622533953,0.14123502839295918
99.00232850302152,18.149150441692928,127.74447985756397,0.4226394546514856,-0.6290634305449678,0.628587618849262,0.17473607856509235
104.84710066675747,15.54007297112963,116.9623766383483,0.48080165840088473,-0.6263116985252345,0.5710944036377901,0.22453196588234767
107.50083273978466,12.562772774609234,113.25074599551866,0.49499960849775887,-0.6338259594126823,0.5393672203641512,0.24964583384928965
108.80266591819095,7.069415542022415,104.92398641448584,0.5229357672620077,-0.6216654393660107,0.4912451741918541,0.3142426509071854
113.56737787291807,4.146766269808573,96.33167165767468,0.572399957729904,-0.6097118542108434,0.4280758857100134,0.3425795955674634
73.65198369037628,7.0976509716632075,83.08623329802339,0.4806141252704229,-0.35965682800324483,0.5576024563426989,0.5733554999664512
88.15600500570633,-1.6509627917266338,83.60908964956857,0.511591027419249,-0.4713726607806895,0.47135472906836895,0.5421320454626666
97.91215084244125,-4.3684545389326015,79.8319622391861,0.5619871955038007,-0.5027899551861698,0.3989872825941741,0.5217104574203768
98.40207267683222,-4.163848640054921,79.71177267987203,0.5655271611440699,-0.5030363770333505,0.39735385555696257,0.518886641631394
99.28833386745528,-4.881547549191554,79.69140850587486,0.5668722013504621,-0.5089839134558845,0.3895960086993014,0.5174999837534177
99.9871763383565,-5.5804859426534765,79.47349163305142,0.5683210757498662,-0.5131413649036876,0.38180316219615834,0.5176132144954468
100.05991300076606,-5.3164028406561705,79.50570046983519,0.5695153540821223,-0.5124602284103642,0.38302405114959803,0.5160710726278528
100.07181664431553,-5.261842409323275,79.50365838387178,0.5697863915269693,-0.5122657590198134,0.38325090857987426,0.515796472689791
100.21548483684052,-4.945085306814119,79.59913864544144,0.5712114014219095,-0.5119207234823668,0.38471574055413266,0.5134671427898708
100.35729322332034,-4.853650948406123,79.66602287250709,0.571894341053875,-0.5123548534609101,0.38486532256675515,0.5121601803061135
100.3154129572543,-5.230340049944557,79.49555716542086,0.5710377713345492,-0.5129098463749036,0.3822919748765977,0.5144824575686664
100.26825889357075,-4.8321371229262065,79.61948870303459,0.5717857829457597,-0.5117350867242763,0.385168949340661,0.5126725074550162
100.29384504096369,-4.714489834980488,79.64932769568303,0.5722131374955266,-0.5114861560104199,0.38581046520871193,0.5119612508995648
100.2794288684218,-4.944927234019961,79.53820695524323,0.5717706725411487,-0.5118307174391568,0.38415794742481474,0.5133520099677353
100.24026040264897,-4.790724868331447,79.62215375119519,0.5718057732203434,-0.511483871985245,0.3855249692160225,0.5126333041481519
100.33658374197084,-5.063209759847497,79.50874198239937,0.571709269555264,-0.5123608444803021,0.38314340443784217,0.5136496936471374
100.30735625925756,-4.9432506081546235,79.56936714918533,0.5717629058756449,-0.5120729322583257,0.38418162021556396,0.5131013293702743
100.40538209692578,-4.866282811541817,79.61993105992306,0.5722674307093601,-0.5123380123511577,0.38437742095178484,0.5121266904895966
100.27986479148491,-5.034154625695643,79.55156874351448,0.5713739611609577,-0.5122653857089504,0.38374302458677045,0.5136703828260824
101.96552533874937,-5.132182292944138,79.06248709372616,0.5807078082199574,-0.5157755448516731,0.3734792669943798,0.5072152067226232
98.9473518289564,-10.97552857026107,66.56483311961082,0.5984175392874911,-0.46715892398202313,0.2941841798593984,0.5806157565356935
95.20648283019348,-14.838824609920747,56.947474715099126,0.6022166933450792,-0.42566948522462683,0.23493896674331713,0.6332015678365798
95.11995207579255,-18.021035215845743,40.668984180558226,0.646727119144949,-0.3523856597686921,0.12322860011746689,0.6651188557430527
96.55895272259067,-19.075349567391708,30.218507618559087,0.6818931673341112,-0.29832592097907357,0.05167090483321497,0.6658479336971453
94.89604610180041,-18.647299898576254,39.96291670985638,0.6457341845667155,-0.35137054589536193,0.11587207434728594,0.6679369466840499
93.67067384028212,-18.442193264966633,47.38369090223939,0.6152377912330483,-0.3896784027364799,0.1642998557766526,0.6653110250636141
93.62010031305431,-18.615806624837898,47.48783850302009,0.6140148961737228,-0.3910297688908648,0.16401152980874778,0.6657188935336923
93.55493421819402,-17.006033343226353,47.71048284752063,0.6181686436321456,-0.3840763641657865,0.1753792546710083,0.6630196011810098
96.17351096307681,-16.562820156397535,67.11629176748058,0.5604720097408854,-0.48724732718661967,0.2760913256376316,0.6101104394731852
76.20136172609543,7.685130096349775,82.54248254191175,0.4975117396468632,-0.3664669667846294,0.5489893787649858,0.5628451769114309
107.26497887350706,4.4062916991507475,112.76982658713439,0.46443780143920554,-0.6574606733813315,0.5105766571907935,0.3022490176711216
110.35635343450103,19.474281106287233,116.67867179906753,0.506892628453948,-0.637995748421114,0.5519163452364904,0.17722763914363185
100.69556974165079,27.153595780100684,132.35495478310912,0.4393257365444956,-0.6241481387127644,0.6404476781552885,0.08519841369725244
92.62271635664823,32.88848816686273,150.68811605277946,0.3646455223833255,-0.6214871228939208,0.6927207598150033,-0.0304195332665175
70.19776867445309,28.66955007548428,-145.80401125624618,0.029825816811076794,-0.5920217967566097,0.7157990093184653,-0.36912381537274314
71.648996348496,10.400563886274362,-120.75800604357119,0.22421612600436214,0.5430421905284226,-0.6757295506948877,0.4452211612933211
71.4875066661143,10.414116838230457,-120.92864387646463,0.22269473483905503,0.5424633890045516,-0.6771153721063611,0.4445844121445598
72.58226308280017,4.065297167776987,-111.98721594734165,0.3071269361623331,0.5063413220256964,-0.6560086177330339,0.46791474026023405
69.81814768813572,-3.0824446235725858,-102.97170938824404,0.37348987770674386,0.433882959967091,-0.6510131746952119,0.4984302706237442
67.32909658771763,-5.416646869191717,-96.58997711062977,0.3977421176844813,0.38722477775246217,-0.6381084750891518,0.5335501413492624
63.66227553466992,-9.570712873714916,-90.35720206395108,0.42075376525327995,0.32283620971920557,-0.6315461585206406,0.5655903998276022
64.39084113343479,-13.187722958242292,-85.66338994869577,0.454215963260189,0.28856945703289666,-0.6163739183415798,0.5748901807959547
64.3856950009581,-13.212233594818882,-85.65731366047407,0.4543180763985021,0.28837691607340654,-0.6164252690338705,0.5748510480377301
99.2651939918461,-16.5314147730268,-61.644230600113076,0.6952092315422732,0.30636355086430694,-0.42247493035572087,0.4943080338221746
83.90173685321054,-25.24865958653619,-59.33123314039604,0.647279422236931,0.18162298196756269,-0.4861491199966677,0.5583023151450303
87.83398406194054,-26.371335479116567,-56.83158908731302,0.6721561729536404,0.176847723242138,-0.4729072879633825,0.5415622392075602
87.82660099292501,-26.851942226059073,-54.04036045747485,0.6769677752665507,0.15747137387932147,-0.4617931339551864,0.5510576186671073
87.74036187911756,-27.6975947322712,-51.39073303287819,0.6811598692274942,0.13625799468426336,-0.4529704265071635,0.5588137293844208
88.08867634228967,-28.865894743862185,-51.11897726822144,0.6846836281565974,0.12885643126495683,-0.4566606386661079,0.5532317873631629
88.03391032270129,-28.84843630250992,-51.069547838934724,0.684452636242385,0.128450043082478,-0.45640260352703377,0.5538247364164085
87.66369375558716,-28.43466978509743,-50.969781394891676,0.6822425141295907,0.12892482990423135,-0.45442098304311296,0.5580547556633052
86.51693974773656,-27.08376550786639,-57.22896687280195,0.6665343591618974,0.16937026246164646,-0.47994810382578806,0.5446976040743545
109.18274322320524,-17.545428247266717,-62.60014330217186,0.7341796668344718,0.34296968195584543,-0.4037048647529884,0.4247050697139154
65.48489656654294,-17.963730068662112,-82.68891705624092,0.487820301792969,0.2543194747948695,-0.6122051302829118,0.5679417543674361
67.05533106467891,-11.983239321879386,-95.68723549542666,0.4331872424183182,0.3488200889138359,-0.6532945927490337,0.5136920611232288
71.33407321087148,-0.7162575440961557,-110.21376078848569,0.33770447731073605,0.475335009260488,-0.6684346817850846,0.4617438588248761
67.35537644981962,13.704812499432204,-133.46896505563225,0.12625258874844825,0.5450082539632507,-0.7329074884669431,0.3871342148342376
69.53246358782225,26.044562795526222,-155.88780062798028,0.06498210198296851,-0.5819736743698927,0.7558682416285534,-0.2928261772103723
69.67261001732544,25.962497447658684,-155.2326768990927,0.06071128739339178,-0.5832246695499294,0.7536836889307886,-0.2968569039976851
