X,Y,Z
0.45249144012873704,-0.02510904603518108,-0.8914151852068848
0.461328855138911,0.05972760056870924,-0.8852165278317652
0.4581158480637109,0.11572798565859159,-0.8813267856409855
0.4605829435899183,0.19185796133023483,-0.866633645059002
0.46376240004263786,0.25818612166339416,-0.8475047863505594
0.45610280849042695,0.32672323805717035,-0.827781465001834
0.4588205844083273,0.41835828670809805,-0.7838749997709239
0.4590412254492672,0.49361153699406424,-0.7386669099698406
0.45726719829012136,0.5561122236162742,-0.6940071354910307
0.45584701594909627,0.6064973118183132,-0.6514326586896486
0.463648889031219,0.6529721853856333,-0.5988798149986577
0.4475675999852155,0.7150014783216024,-0.5370811199822586
0.4387450337497262,0.7571602267499633,-0.48395370273187893
0.42870330500137255,0.7950269298804751,-0.42912196057266305
0.43776955046002247,0.8223451551645078,-0.3634642574827565
0.4281445437358317,0.8563717009870971,-0.28865162292580715
0.4357425545402326,0.8741992473024031,-0.21425242630753227
0.43028623608624283,0.8896349571614249,-0.15298169181677865
0.41253735261980573,0.9056090834962842,-0.09841301022965399
0.41270014738965133,0.9095704656294017,-0.04858144089334575
0.3888896715207986,0.9212839924712904,0.0007928433670148797
0.3741350127615872,0.9242386392468287,0.0761966531355389
0.37667378725231315,0.9158030768290913,0.13936133777833998
0.3727113791658136,0.9111506185094249,0.17575772594742348
0.36620394634200437,0.9037889756950598,0.2214952755604894
0.36002201245329846,0.8960900309960952,0.25962820898063854
0.35484312941561846,0.8851611309264963,0.3009586779002339
0.3605667350797426,0.8714085815372943,0.3326239822639
0.35462161356020083,0.8534692241437684,0.3818819118986833
0.3479872720270413,0.845406662321623,0.40520665568249425
0.35221659717618153,0.8310292369978259,0.4305042112784065
0.3651702533903907,0.8137509799595701,0.4521725651271176
0.3647523284487492,0.7971477974843402,0.481156032755572
0.3712899988109373,0.7835071624177357,0.49825722596173383
0.38443151007156096,0.7587190762870888,0.5258876090403404
0.3825678756561565,0.746598957337221,0.5442718230984495
0.37511809350195363,0.7525600987860567,0.5412390540626021
0.3795032261554679,0.7540619137170819,0.5360670961912549
0.3882351147606748,0.7477416290457397,0.5386612589176886
0.37759170558706107,0.7537834831204522,0.5378056939514989
0.3779320739126456,0.7524315931236383,0.5394571764074607
0.3875357690574052,0.747275313515059,0.5398107386038702
0.38379203549619184,0.7500211062230555,0.538676167757247
0.38336778890686807,0.7522659488853712,0.5358405365183291
0.3838002976569086,0.7505339843528583,0.5379554534065915
0.3888891554251848,0.7516298268661297,0.5327455566758662
0.3817795417851077,0.7583842445454123,0.5282969989500581
0.3849975512117328,0.7626137164769239,0.5198049682354172
0.3931872952790178,0.7528491523175359,0.5278464783305256
0.3909325688952717,0.7517903933447185,0.5310206503061222
0.3806139317528007,0.7616084774373543,0.5244859979553594
0.38757324927016756,0.7589488249807055,0.523243401784075
