X,Y,Z
0.41560348804087993,0.7367570133248645,0.5333505826797974
0.4090527092219808,0.7222702122833833,0.5576751935726335
0.4018703258475051,0.7092119470976412,0.5792397217881319
0.40287666806049244,0.683669497314775,0.6085116340497022
0.4127648728874004,0.6561078141086605,0.6317813672274638
0.4147870330590802,0.6309486624565614,0.6556336649000887
0.4011939105762167,0.621169784992621,0.6731950269637941
0.3991602513410808,0.6294741986452975,0.666658328523079
0.4015414684501593,0.6102295437651805,0.6829233873803338
0.40763588248427934,0.5703361116418562,0.7131267117900653
0.41374694960320246,0.5297813672394606,0.740368262839469
0.40860825225993197,0.49335368335181673,0.7678811361846827
0.41779123815489444,0.41387566891258043,0.8087999826923615
0.4089378599211988,0.3952054679051024,0.8225463299176399
0.3846690823299779,0.38088545201197815,0.840806737333285
0.384318383318461,0.3769149189820421,0.8427541302730264
0.38950410031463084,0.3987460349601007,0.8302337956513745
0.403041904532248,0.33613219739477257,0.8512181677252781
0.38317789870827484,0.31854299090760213,0.8670092622833683
0.37350835436133395,0.2725991443327889,0.8866686053601535
0.3707962682750207,0.19480390193479108,0.9080537248556932
0.3621802719991361,0.1350163182120673,0.922277639537623
0.3689294671266649,0.07183482412802851,0.9266772935213912
0.4079530585711205,-0.0019401699044282845,0.9130008421371855
0.4187906447030533,-0.07052361938938864,0.9053401653618498
0.4165504395617214,-0.11047642092723912,0.9023750283114245
0.3949654972995405,-0.15364905917505003,0.9057561606511703
0.39218122260032046,-0.25456587915239914,0.883962726482901
0.38022076573158636,-0.3660182824865431,0.8493896551007006
0.38439598185429574,-0.4499645928315743,0.8060841112019188
0.38708827472408047,-0.440109540431966,0.8102260548710456
0.4096768577457261,-0.4417525246611261,0.7981350632462585
0.40214083001630635,-0.4999202501065653,0.7670479100859252
0.3984560463362412,-0.59828718158257,0.6951871888146934
0.39048946035087345,-0.6670795928440537,0.6344468442398427
0.39187503145073754,-0.6782513438762058,0.6216181096586587
0.3905037739882665,-0.7069534644119188,0.5896809320784476
0.40865907793433764,-0.7606311207633639,0.5044185327167571
0.4023265750946755,-0.8287105973146037,0.3890656408256338
0.40262034956002996,-0.8429984711662248,0.35672178477290545
0.42579112390581136,-0.8422583545874079,0.3306097139086181
0.4087502086763994,-0.843081741793359,0.3494802477418088
0.40084748222477323,-0.8788865128349624,0.2586112788546924
0.40216155618894145,-0.889570387572733,0.21663473469733888
0.4064764166964653,-0.8959111505969191,0.17922090532553953
0.40759352169265234,-0.8990779435910772,0.15976974814470124
0.4105500984198559,-0.9054932372052122,0.10738069688296902
0.4095751439139099,-0.9093141894692883,0.0734568330226064
0.40997433300151526,-0.9108594036629106,0.047499400404733966
0.4237484275711218,-0.9057308285899812,0.00943060298748787
0.4253851583927408,-0.9045831533136028,-0.027870876563211227
0.4225451120513653,-0.9032888021168304,-0.07433013017505526
0.4269648773186658,-0.8976409669405221,-0.10927803075797661
0.43783739849234404,-0.8873320201394934,-0.14470763116236135
0.44643184121691243,-0.8765114492740304,-0.18007301418928975
0.43609333136190126,-0.8757871429591442,-0.20692869923995139
0.4273744906861203,-0.8798886572949535,-0.2077185487010324
0.43079059079783977,-0.877591100679084,-0.2103647472579998
0.4376562342449494,-0.8613819772216438,-0.2578334926735888
0.42726957175693225,-0.8557271033982676,-0.29184214493499455
0.4324117693716176,-0.8424256348256357,-0.32146401275653147
0.4368903374917952,-0.8303094008635835,-0.3459958552408716
0.4397228204075743,-0.8111157692710101,-0.3856618338035353
0.4438078650879835,-0.7971376402032132,-0.40939731491217546
0.4487753483892979,-0.7806025391668248,-0.4350406446808967
0.45362841153190203,-0.7621940789966918,-0.46182404678993094
0.4584285527717474,-0.7371871797161967,-0.49638525770381325
0.4661771619972507,-0.7061116439854592,-0.5329964351291114
0.4690387080776718,-0.6806272808327102,-0.5628047573635991
0.47108588559221404,-0.6511505666892201,-0.595047080402977
0.47378441079058314,-0.6114955306301961,-0.633720402157856
0.48127201973422135,-0.5666725616975492,-0.6687745889610942
0.4794464847905499,-0.554988458248913,-0.6797932622735237
0.4836694280064706,-0.5139943289194157,-0.7084304583024172
0.4841491939636834,-0.4624803840539441,-0.7427728134158063
0.48896206437752193,-0.42264682614824217,-0.7630765098903842
0.49951953677311633,-0.3542047624391188,-0.7905815698885339
0.5017492013123658,-0.30327300573998894,-0.8101069207035795
0.5211977818666487,-0.2357904034224013,-0.8202168968213143
0.5254006652361716,-0.2085332865933627,-0.8249048486655651
0.525467052461894,-0.1775403373335471,-0.8320840134244255
0.5324648325661645,-0.09920614357786742,-0.8406184289894516
0.5426420955865838,-0.050031143584329064,-0.8384726833767723
0.5267501574336474,-0.01838830514508641,-0.8498212411310505
0.502110984645134,0.007454922916128625,-0.864771058270921
0.4967807284742555,0.00446078001208213,-0.8678646261130084
0.489555263933067,-0.024004284196448185,-0.8716418059590999
0.47405740066708163,-0.0734120789237784,-0.8774282007895909
0.5114905698930493,-0.07357056142297287,-0.8561336165589996
0.5063259531735668,0.05814923223647669,-0.8603793906952836
0.4290128086269812,-0.1031864674536225,-0.897385403808437
0.4416372280427728,-0.15144832021963436,-0.884318927259474
0.44667412631827735,-0.08162259321303966,-0.8909657553211472
