Time,MagX,MagY,MagZ,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,Tri11,Tri12,Tri13,Tri21,Tri22,Tri23,Lat,Lon,Alt,SunVect,MagVect,MagRef,SunRef,Roll,Pitch,Yaw,static_q,dynamic_q
1718050190.650613,3.3733333333333335,-4.693333333333333,-46.120000000000005,20.731707317073173,1.1585365853658538,0.12195121951219513,0.002685546875,-0.37255859375,-0.939208984375,1.3870967741935485,1.5483870967741935,1.4516129032258065,0.05571847507331378,0.06158357771260997,0.07624633431085044,42.3,-83.7,0.3,[ 0.31352957 -0.13576229  0.93982329],[ 0.07257483 -0.10097368 -0.99223848],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-5.57967582904857,0.6431707550893305,111.16013903773069,[ 0.82377182  0.04331907 -0.02288744  0.5648005 ],[0.80643611 0.16770271 0.07423141 0.56216217]
1718050190.6779256,3.3866666666666667,-4.96,-46.17333333333334,13.353658536585368,0.9146341463414634,0.7317073170731708,-0.02099609375,-0.374267578125,-0.927490234375,1.3958944281524928,1.5542521994134897,1.4545454545454546,0.05865102639296188,0.05865102639296188,0.07331378299120235,42.3,-83.7,0.3,[ 0.31291991 -0.12318027  0.9417578 ],[ 0.07273409 -0.10652395 -0.99164631],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-5.7337921757085795,1.0331963395693031,111.93597407853204,[ 0.82740177  0.04648741 -0.02052795  0.55930657],[0.81134916 0.1460471  0.0572182  0.5631242 ]
1718050190.7045374,3.3866666666666667,-5.266666666666667,-46.040000000000006,13.597560975609758,1.3414634146341464,-0.06097560975609757,-0.02392578125,-0.401123046875,-0.92529296875,1.3988269794721409,1.5571847507331378,1.4545454545454546,0.05571847507331378,0.05865102639296188,0.07624633431085044,42.3,-83.7,0.3,[ 0.31598292 -0.116839    0.94154312],[ 0.07288821 -0.11334978 -0.99087796],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-5.934422556470265,1.3626006562743098,112.13741921978745,[ 0.82819304  0.04957477 -0.01904025  0.55792123],[0.81534392 0.13918551 0.0547678  0.55932296]
1718050190.73156,3.3600000000000003,-5.44,-46.053333333333335,7.8048780487804885,0.6707317073170732,0.48780487804878053,-0.004638671875,-0.39208984375,-0.9267578125,1.401759530791789,1.5571847507331378,1.4545454545454546,0.05571847507331378,0.05865102639296188,0.07624633431085044,42.3,-83.7,0.3,[ 0.31281615 -0.11082548  0.94332591],[ 0.07226571 -0.11700162 -0.99049901],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-5.995852414727429,1.616765195472141,112.17083068783151,[ 0.82824036  0.05125888 -0.01748593  0.55774965],[0.81909643 0.11608679 0.03506239 0.56069201]
1718050190.7585673,3.3733333333333335,-5.5600000000000005,-45.98666666666667,3.231707317073171,1.0975609756097562,0.5487804878048781,-0.013916015625,-0.39892578125,-0.92529296875,1.404692082111437,1.563049853372434,1.4574780058651027,0.05571847507331378,0.05865102639296188,0.07624633431085044,42.3,-83.7,0.3,[ 0.31845852 -0.11031727  0.94149576],[ 0.07263191 -0.11971347 -0.99014812],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-6.135654188666957,1.6756575368369064,112.34165325182798,[ 0.82898627  0.05258166 -0.01766195  0.55651145],[0.82276505 0.08753689 0.01614375 0.56136828]
1718050190.7856052,3.3866666666666667,-5.613333333333333,-46.013333333333335,0.30487804878048785,0.48780487804878053,0.48780487804878053,-0.01611328125,-0.39697265625,-0.9296875,1.4076246334310851,1.563049853372434,1.4633431085043989,0.05571847507331378,0.06158357771260997,0.07624633431085044,42.3,-83.7,0.3,[ 0.30810995 -0.11654689  0.94418487],[ 0.07286599 -0.12077395 -0.99000212],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-5.877409331697242,1.7815444369890683,110.85871341030244,[ 0.82179273  0.05101973 -0.01630244  0.56726354],[ 0.82083677  0.06491046 -0.00117531  0.56746123]
1718050190.812604,3.3600000000000003,-5.6000000000000005,-45.973333333333336,-0.3658536585365854,-0.3658536585365854,0.853658536585366,-0.013916015625,-0.39013671875,-0.92578125,1.4134897360703813,1.5689149560117301,1.466275659824047,0.05571847507331378,0.05865102639296188,0.07624633431085044,42.3,-83.7,0.3,[ 0.31061132 -0.11004435  0.94414557],[ 0.07235942 -0.12059903 -0.9900606 ],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-6.002255595838804,1.8094609437688318,111.73493109951711,[ 0.82603969  0.05217922 -0.01632154  0.56095397],[ 0.82169867  0.05656001 -0.0134445   0.5669493 ]
1718050190.8400655,3.3200000000000003,-5.666666666666667,-45.93333333333334,0.06097560975609757,-0.30487804878048785,1.0975609756097562,-0.02099609375,-0.39111328125,-0.9296875,1.4134897360703813,1.565982404692082,1.466275659824047,0.05571847507331378,0.05865102639296188,0.07624633431085044,42.3,-83.7,0.3,[ 0.3043918  -0.1103488   0.94613359],[ 0.07155098 -0.12212517 -0.98993227],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-5.920370651781911,1.9390182631901278,111.05672239123629,[ 0.82269399  0.05213199 -0.01529449  0.56588244],[ 0.81905659  0.05489736 -0.01602276  0.57085536]
1718050190.8666897,3.3466666666666667,-5.666666666666667,-45.94666666666667,0.853658536585366,-0.7926829268292683,1.0365853658536586,-0.00439453125,-0.38671875,-0.923583984375,1.4105571847507332,1.5689149560117301,1.466275659824047,0.05571847507331378,0.06158357771260997,0.07624633431085044,42.3,-83.7,0.3,[ 0.31376263 -0.11601802  0.94238677],[ 0.0721022  -0.1220854  -0.98989718],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-6.038851339270822,1.7707703947730762,111.12221943764705,[ 0.82302625  0.05216361 -0.01705905  0.56534568],[ 0.81815362  0.05906622 -0.01779283  0.57168107]
1718050190.8960474,3.2800000000000002,-5.733333333333333,-45.89333333333334,0.0,-0.48780487804878053,0.9146341463414634,0.00732421875,-0.36376953125,-0.920166015625,1.4134897360703813,1.5718475073313782,1.469208211143695,0.05571847507331378,0.06158357771260997,0.07624633431085044,42.3,-83.7,0.3,[ 0.31321212 -0.11581446  0.94259492],[ 0.07074114 -0.12365321 -0.98980078],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-6.096079423512745,1.835439790059674,110.85811933414429,[ 0.82167065  0.05285387 -0.01699826  0.56725204],[ 0.81759731  0.05658293 -0.01964081  0.57266678]
1718050190.9207485,3.24,-5.773333333333333,-45.906666666666666,0.30487804878048785,-0.24390243902439027,0.426829268292683,-0.005615234375,-0.396484375,-0.9306640625,1.4193548387096775,1.5718475073313782,1.4721407624633431,0.05571847507331378,0.05865102639296188,0.07624633431085044,42.3,-83.7,0.3,[ 0.30331696 -0.10995915  0.94652407],[ 0.06985532 -0.1244747  -0.98976072],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-5.988143107657782,2.0430979152981124,110.66349108427575,[ 0.82067638  0.05307979 -0.01506329  0.56872305],[ 0.81813658  0.05638294 -0.01706473  0.57199851]
1718050190.949338,3.266666666666667,-5.773333333333333,-45.89333333333334,-1.402439024390244,0.48780487804878053,0.0,-0.010986328125,-0.394775390625,-0.91748046875,1.4193548387096775,1.5777126099706744,1.4721407624633431,0.05865102639296188,0.05865102639296188,0.07331378299120235,42.3,-83.7,0.3,[ 0.31567546 -0.10935319  0.9425449 ],[ 0.07044746 -0.1245051  -0.98971493],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-6.225905309941705,1.9079564900231158,111.62680401720098,[ 0.8253689   0.05425641 -0.01675678  0.56173093],[ 0.82304021  0.04770576 -0.01895442  0.56565865]
1718050190.974905,3.266666666666667,-5.8133333333333335,-45.906666666666666,-3.536585365853659,0.853658536585366,-1.2804878048780488,0.019287109375,-0.41552734375,-0.901611328125,1.4222873900293256,1.5777126099706744,1.4750733137829912,0.05571847507331378,0.06158357771260997,0.07624633431085044,42.3,-83.7,0.3,[ 0.30897676 -0.10946525  0.94474902],[ 0.07041983 -0.12531856 -0.98961422],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-6.099200844338048,2.0233686778689335,111.06616947100112,[ 0.82262564  0.05383252 -0.01556686  0.56581515],[ 0.82738111  0.03411342 -0.02323587  0.56012219]
1718050191.0102627,3.2933333333333334,-5.733333333333333,-45.92,-4.451219512195122,2.25609756097561,-1.402439024390244,-0.0048828125,-0.3837890625,-0.932861328125,1.4222873900293256,1.5777126099706744,1.4750733137829912,0.05571847507331378,0.05865102639296188,0.07624633431085044,42.3,-83.7,0.3,[ 0.30897676 -0.10946525  0.94474902],[ 0.07098685 -0.12358034 -0.98979229],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-6.058863096946093,1.9523109488739157,111.2852615804527,[ 0.82375221  0.05322328 -0.01577673  0.56422573],[ 0.83026785  0.02060972 -0.02160507  0.55656424]
1718050191.028908,3.3200000000000003,-5.720000000000001,-45.906666666666666,-3.658536585365854,2.1341463414634148,-0.24390243902439027,-0.01708984375,-0.393798828125,-0.927978515625,1.4193548387096775,1.5777126099706744,1.4750733137829912,0.05571847507331378,0.06158357771260997,0.07624633431085044,42.3,-83.7,0.3,[ 0.31211651 -0.11540934  0.94300794],[ 0.07158161 -0.12332735 -0.98978101],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-6.044317372170306,1.846320888424673,110.91392748350842,[ 0.82196651  0.05254455 -0.01663832  0.56686267],[ 0.82675262  0.01860472 -0.01987747  0.56190645]
1718050191.056005,3.3600000000000003,-5.706666666666667,-46.040000000000006,-2.378048780487805,1.524390243902439,-0.06097560975609757,-0.024658203125,-0.37548828125,-0.928466796875,1.4222873900293256,1.5777126099706744,1.4750733137829912,0.05571847507331378,0.06158357771260997,0.07624633431085044,42.3,-83.7,0.3,[ 0.30897676 -0.10946525  0.94474902],[ 0.07223657 -0.1226875  -0.98981294],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-6.004841973425264,1.9252639457190208,111.45943332834622,[ 0.82464411  0.05272592 -0.01562529  0.5629724 ],[ 0.82629396  0.02515055 -0.01764079  0.5624007 ]
1718050191.083114,3.3733333333333335,-5.720000000000001,-45.93333333333334,-1.524390243902439,0.426829268292683,0.48780487804878053,-0.010986328125,-0.389892578125,-0.9228515625,1.4281524926686218,1.5835777126099706,1.4809384164222874,0.05571847507331378,0.06158357771260997,0.07624633431085044,42.3,-83.7,0.3,[ 0.30789601 -0.10908236  0.94514606],[ 0.07268412 -0.12324699 -0.98971066],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-5.977852240465495,1.9710609608893186,111.39709268141254,[ 0.82433276  0.05274785 -0.01519142  0.563438  ],[ 0.82405818  0.03443082 -0.01879807  0.56514535]
1718050191.1100457,3.3600000000000003,-5.693333333333333,-45.973333333333336,-2.073170731707317,0.5487804878048781,-0.24390243902439027,-0.00244140625,-0.3955078125,-0.92138671875,1.4310850439882699,1.5835777126099706,1.4838709677419355,0.05571847507331378,0.06158357771260997,0.07624633431085044,42.3,-83.7,0.3,[ 0.30118859 -0.10918757  0.94729272],[ 0.07234174 -0.12257906 -0.98981869],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-5.843960817243083,2.0165252762815684,110.96402524963675,[ 0.82224139  0.05195356 -0.01440205  0.56657966],[ 0.82415207  0.034873   -0.01975185  0.56494876]
1718050191.137193,3.3866666666666667,-5.666666666666667,-45.973333333333336,-3.1097560975609757,1.3414634146341464,-1.524390243902439,-0.03515625,-0.361328125,-0.95166015625,1.4281524926686218,1.5865102639296187,1.4809384164222874,0.05571847507331378,0.05865102639296188,0.07624633431085044,42.3,-83.7,0.3,[ 0.3140274  -0.10878228  0.94316128],[ 0.07291796 -0.12200839 -0.98984692],[ 0.19183003  0.19043592 -0.96277484],[0.4040646  0.2734554  0.87289973],-6.081265980594147,1.848775048264246,111.99356589085514,[ 0.82725276  0.05297766 -0.01630507  0.55908888],[ 0.83122772  0.02909618 -0.02070605  0.55478388]
